id,tipo,nombre,calle_y_numero,colonia,alcaldia,cp,categoria,subcategoria
223,Agencia de viajes,Viajes 80 Días Condesa,Avenida Insurgentes Sur No. 453,Hipodromo,Cuauhtémoc,6100.0,,
224,Agencia de viajes,Gabs Travel,"Avenida Insurgentes Sur, No.1971",Guadalupe Inn,Álvaro Obregón,1020.0,,
225,Agencia de viajes,Descuentos en Viajes,Av. Taxqueña No.1506,Campestre Churubusco,Coyoacán,4200.0,,
226,Agencia de viajes,Interworld Travel,Lago Constanza 155 Torre A Depto.603,Anahuac,Miguel Hidalgo,11320.0,,
227,Agencia de viajes,Global Star Group,Pedro Luis Ogazón No. 84,Guadalupe Inn,Álvaro Obregón,1020.0,,
228,Agencia de viajes,Bull & Bear Traveling,Avenida Horacio No. 632,Polanco Chapultepec,Miguel Hidalgo,11560.0,,
229,Agencia de viajes,Grupo Travel Aragón,Puerto Acapulco 18-101,Casas Alemán Ampliación,Gustavo A. Madero,7580.0,Minorista,
230,Agencia de viajes,Paquetes Costa Rica,Av. Santa Fe No.94 Torre A Piso 8,Zedec Santa Fe,Álvaro Obregón,1210.0,,
231,Agencia de viajes,Avanti Meetings And Incentives,Rio Tiber 100 P 3 Ofi 301,Cuauhtémoc,Cuauhtémoc,6500.0,,
232,Agencia de viajes,My Travel Mexico,Calzada Mexico Tacuba 1523,Argentina Poniente,Miguel Hidalgo,11230.0,,
233,Agencia de viajes,Viajes Covamex,Avenida San Jeronimo No. 630 Saf 09,La Otrra Banda,Álvaro Obregón,1090.0,,
234,Agencia de viajes,Viajes Excelencia,"Pedro Romero De Terreros, No.1211",Narvarte,Benito Juárez,3020.0,,
235,Agencia de viajes,Viñales Tours,Avenida San Jeronimo No. 630 Saf 09,La Otra Banda,Álvaro Obregón,1090.0,,
236,Agencia de viajes,Agencia de Viajes Travel 2010,"Ignacio M. Altamirano, No. 99-6",San Rafael,Cuauhtémoc,6470.0,,
237,Agencia de viajes,Passport México,Bélgica No.503,Portales,Benito Juárez,3300.0,,
238,Agencia de viajes,Mi Escape,Avenida San Francisco No. 1621,Del Valle,Benito Juárez,3100.0,,
239,Agencia de viajes,Mi Escape,Calzada San Juan De Aragón 516,Dm Nacional,Gustavo A. Madero,7070.0,,
240,Agencia de viajes,Mi Escape,Avenida Insurgentes Sur No. 453,Hipodromo,Cuauhtémoc,6100.0,,
241,Agencia de viajes,Viajes Bumerán,Tlaxcaltecas 80-2,La Raza,Azcapotzalco,2990.0,,
242,Agencia de viajes,BD Viajes y Convenciones,Norte 170,Pensador Méxicano,Venustiano Carranza,15510.0,Minorista,
243,Agencia de viajes,Viajes Riazor,Avenida 5 De Mayo 45,Centro,Cuauhtémoc,6000.0,Minorista,
244,Agencia de viajes,Máxima Travel,Londres 52,Juárez,Cuauhtémoc,6600.0,Minorista,
245,Agencia de viajes,Travel Mx Tours,Manuela Saenz And 24,Ctm Culhuacan,Coyoacán,4480.0,Minorista,
246,Agencia de viajes,Operadora Continental,Estenografos # 3-A,El Sifon,Iztapalapa,9400.0,,
247,Agencia de viajes,Tours México Travel,Cerrada Del Pino No.26,Candelaria,Coyoacán,4380.0,,
248,Agencia de viajes,Sendetur,Eje Central 4907,Central de Autobuses del Norte,Gustavo A. Madero,7380.0,,
249,Agencia de viajes,Viajes Cooperativa,,,,,,
250,Agencia de viajes,Agencias de Viajes Diana,,,,,,
251,Restaurante,Restaurant Del Valle,Humboldt 38,Centro,Cuauhtémoc,6050.0,Restaurante,Mexicana
252,Restaurante,Mr Café,"Revillagigedo, No.23",Centro,Cuauhtémoc,6050.0,,
253,Restaurante,Sanborns,Londres 130,Juárez,Cuauhtémoc,6600.0,,
254,Restaurante,El Asado Argentino,Dinamarca 72,Juárez,Cuauhtémoc,6600.0,Restaurante,Carnes
255,Restaurante,Los Canarios Marquis,Paseo de la Reforma 465,Cuauhtémoc,Cuauhtémoc,6500.0,Restaurante,Mexicana
256,Restaurante,Restaurante Hotel Palace,Ignacio Ramírez 7,Tabacalera,Cuauhtémoc,6030.0,Cafetería,Mexicana
257,Restaurante,Restaurante La Talavera,Jose Maria Lafragua No.7,Tabacalera,Cuauhtémoc,6030.0,,
258,Restaurante,Restaurant Granada,Madrid 15,Tabacalera,Cuauhtémoc,6030.0,Restaurante,Mexicana
259,Restaurante,Restaurant La Terraza,Francisco I. Madero 30,Centro,Cuauhtémoc,6000.0,,
260,Restaurante,Restaurant Terraza,Francisco I. Madero 73,Centro,Cuauhtémoc,6000.0,Restaurante buffet,Regional
261,Restaurante,La Bufa,Avenida Independencia 17,Centro,Cuauhtémoc,6050.0,Restaurante,Mexicana
262,Restaurante,Restaurant Segovia,Avenida Chapultepec 328,Roma Norte,Cuauhtémoc,6700.0,Restaurante,Mexicana
263,Restaurante,Restaurante San Miguel,Avenida Baja California 7,Roma Sur,Cuauhtémoc,6760.0,Restaurante,Mexicana
264,Restaurante,Manhattan Deli,Paseo de la Reforma 325,Cuauhtémoc,Cuauhtémoc,6500.0,Restaurante,Mexicana
265,Restaurante,Restaurant Roosevelt,Avenida Insurgentes Sur 287,Hipódromo Condesa,Cuauhtémoc,6100.0,Restaurante,Mexicana
266,Restaurante,La Terraza,Río Lerma 237,Cuauhtémoc,Cuauhtémoc,6500.0,Restaurante,Mexicana
267,Restaurante,Restaurante Centro,Av. Revolución 333,Tacubaya,Miguel Hidalgo,11870.0,,
268,Restaurante,Chilis Grill & Bar,"Av. Universidad, No. 767",Valle Sur,Benito Juárez,3104.0,,
269,Restaurante,Restaurante New York,Edison 45,Tabacalera,Cuauhtémoc,6030.0,Restaurante,Mexicana
270,Restaurante,Restaurante Bar La Farola,Coahuila 27,Roma Norte,Cuauhtémoc,6700.0,Restaurante,Mexicana
271,Restaurante,Ristorante Italiano La Lanterna,Paseo de la Reforma 458,Juárez,Cuauhtémoc,6600.0,Restaurante,Mexicana
272,Restaurante,Restaurante Primavera,Amberes 78,Juárez,Cuauhtémoc,6600.0,Restaurante,Mexicana
273,Restaurante,Tacos Coyoacán Video Hall,Avenida Centenario 60,Del Carmen,Coyoacán,4100.0,Restaurante,Internacional
274,Restaurante,Gruta Ehden,Pino 69,Florida,Álvaro Obregón,1030.0,Restaurante,Internacional
275,Restaurante,Loma Linda,Paseo de la Reforma 1105,Lomas de Chapultepec,Miguel Hidalgo,11000.0,Restaurante,Mexicana
276,Restaurante,Miyako,Avenida Periférico Sur 4690 local 190 y 191,Jardines del Pedregal,Coyoacán,4500.0,Restaurante buffet,Internacional
277,Restaurante,El Puente,Avenida Tláhuac 4285,La Asunción,Tláhuac,13000.0,Restaurante,Internacional
278,Restaurante,El Mesón De Los Leones,Allende 161,Del Carmen,Coyoacán,4100.0,Restaurante,Internacional
279,Restaurante,Aqui Esta Texcoco,California #97,Parque San Andrés,Coyoacán,40401.0,,
280,Restaurante,Restaurante Yardas,20 de Agosto 1,San Diego Churubusco,Coyoacán,4120.0,Restaurante,Mexicana
281,Restaurante,Restaurante El Entrevero,Jardín Centenario 14 C,Villa Coyoacán,Coyoacán,4000.0,Restaurante,Mexicana
282,Restaurante,Restaurantes Fondas El Morral,Avenida Miguel Ángel de Quevedo 808,Barrio La Concepción,Coyoacán,4020.0,Restaurante buffet,Mexicana
283,Restaurante,Los Churros De Valle,Prado Norte 341 C,Lomas de Chapultepec,Miguel Hidalgo,11000.0,Restaurante,Internacional
284,Restaurante,Pequeña Italia,Hera 38,Crédito Constructor,Benito Juárez,3940.0,Restaurante,Internacional
285,Restaurante,La Jima,Anatole France 98,Polanco,Miguel Hidalgo,11560.0,Restaurante,Mexicana
286,Restaurante,Los Parados,Monterrey 339,Roma Sur,Cuauhtémoc,6760.0,Restaurante,Mexicana
287,Restaurante,Mesón Del Quijote,Diagonal San Antonio 1411,Narvarte Poniente,Benito Juárez,3020.0,Restaurante,Mexicana
288,Restaurante,Restaurante Bar Oasis,Avenida Tezontle 133,Doctor Alfonso Ortiz Tirado,Iztapalapa,9020.0,Restaurante,Mexicana
289,Restaurante,Antiguo San Ángel Inn,Diego Rivera 50,San Ángel Inn,Álvaro Obregón,1060.0,Restaurante,Mexicana
290,Restaurante,Hooters,Insurgentes Sur No. 2018,Hacienda de Guadalupe Chimalistac,Álvaro Obregón,1050.0,,
291,Restaurante,Sir Winston Churchill´S,Avenida Manuel Ávila Camacho 67,Polanco,Miguel Hidalgo,11560.0,Restaurante,Inglesa
292,Restaurante,Potzollcalli Iztapalapa,Calzada Ermita Iztapalapa 256,Sinatel,Iztapalapa,9470.0,Restaurante,Mexicana
293,Restaurante,El Tizoncito,Avenida Canal de Miramontes 2872,Jardines de Coyoacán,Coyoacán,4890.0,Taquerías y Torterías,Mexicana
294,Restaurante,Restaurant Xaloixco,Avenida Zaragoza 5,Tula (San Pedro Actopan),Milpa Alta,12200.0,Restaurante,Mexicana
295,Restaurante,Mesa Mexicana,Avenida Ingenieros Militares 255,Lomas de Sotelo,Miguel Hidalgo,11200.0,Restaurante buffet,Mexicana
296,Restaurante,Chillis Grill & Bar,"Av. Insurgentes Sur. No, 643",Nápoles,Benito Juárez,3810.0,,
297,Restaurante,Hostería Santo Domingo,Belisario Domínguez 70 72,Centro,Cuauhtémoc,6010.0,Restaurante,Mexicana
298,Restaurante,Nautilus,Avenida Presidente Masaryk 360,Polanco,Miguel Hidalgo,11560.0,Restaurante,Del Mar
299,Restaurante,Restaurantes California Tláhuac,Avenida Tláhuac 1404,Lomas Estrella,Iztapalapa,9880.0,Restaurante buffet,Mexicana
300,Restaurante,Restaurantes California La Ronda,Calzada la Ronda 88,Ex hipódromo de Peralvillo,Cuauhtémoc,6250.0,Restaurante buffet,Mexicana
301,Restaurante,Restaurantes California Insurgentes,Avenida Insurgentes Sur 1291,San José Insurgentes,Benito Juárez,3900.0,Restaurante buffet,Mexicana
302,Restaurante,Restaurantes California Las Torres,Avenida de las Torres 446,Olivar de los Padres,Álvaro Obregón,1780.0,Restaurante buffet,Mexicana
303,Restaurante,Restaurantes California Revolución,Avenida Revolución 780 módulo 1,San Juan,Benito Juárez,3730.0,Restaurante buffet,Mexicana
304,Restaurante,Vips Perisur,Avenida Insurgentes Sur 3195,Insurgentes Cuicuilco,Coyoacán,4530.0,Cafetería,Internacional
305,Restaurante,Restaurantes Toks Santo Domingo Centro,"Leandro Valle, No. 4",Centro,Cuauhtémoc,6020.0,,
306,Restaurante,Restaurante Atalaya,Prolongación Bosques de Reforma 1813 local 21 y 22,Lomas de Vista Hermosa,Cuajimalpa de Morelos,5100.0,Restaurante,Internacional
307,Restaurante,Restaurante Plaza,Hamburgo 195,Juárez,Cuauhtémoc,6600.0,Restaurante buffet,Internacional
308,Restaurante,Al Vino,Hamburgo 195,Juárez,Cuauhtémoc,6600.0,Restaurante buffet,Internacional
309,Restaurante,Potzollcalli Xola,Eje 4 Sur Xola 32,Álamos,Benito Juárez,3400.0,Restaurante,Regional
310,Restaurante,Topolino,Reforma 3,Barrio Santa Catarina,Coyoacán,4010.0,Restaurante,Mexicana
311,Restaurante,La Parrilla Suiza,Fernando 65,Álamos,Benito Juárez,3400.0,,
312,Restaurante,Pizzería Tutulli,Avenida Tláhuac 5383,Los Olivos,Tláhuac,13210.0,Restaurante,Italiana
313,Restaurante,Vips,Tláhuac No. 5662,San Lorenzo Tezonco,Iztapalapa,9790.0,,
314,Restaurante,Domino´S Pizza,Avenida Juárez 160,Zapotitlán,Tláhuac,13209.0,Comida rapida,Internacional
315,Restaurante,Café De Tacuba,Tacuba 28,Centro,Cuauhtémoc,6010.0,Restaurante,Mexicana
316,Restaurante,El Cardenal,Av. Juárez No. 70,Centro,Cuauhtémoc,5060.0,,
317,Restaurante,Restaurant Bar México Viejo,Tacuba 87,Centro,Cuauhtémoc,6000.0,Restaurante buffet,Mexicana
318,Restaurante,Covadonga,Puebla 121,Roma Norte,Cuauhtémoc,6700.0,Restaurante,Española
319,Restaurante,Centro Asturiano Polanco,Arquímedes 4,Polanco,Miguel Hidalgo,11560.0,Restaurante,Española
320,Restaurante,Marie Callender´S,Avenida Insurgentes Sur 1168,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Internacional
321,Restaurante,Friday´S,Avenida Vasco de Quiroga 3800 locales 437 y 440,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,5348.0,Restaurante,Internacional
322,Restaurante,Sirloin Stuckade,Avenida Altamirano 46  local 9B,Tizapán,Álvaro Obregón,1090.0,Restaurante buffet,Carnes
323,Restaurante,El Bajío,Avenida Cuitláhuac 2709,Obrero Popular,Azcapotzalco,2840.0,Restaurante,Mexicana
324,Restaurante,Restaurante Barbacoa De Santiago,Avenida San Antonio 57,Nápoles,Benito Juárez,3810.0,Restaurante,Mexicana
325,Restaurante,Hacienda De Jamaica,Avenida Morelos 536,Magdalena Mixiuhca,Venustiano Carranza,15850.0,Restaurante buffet,Mexicana
326,Restaurante,Mesón Del Buen Tunar,Jardín Centenario 4 local 2,Villa Coyoacán,Coyoacán,4000.0,Restaurante,Mexicana
327,Restaurante,Vips,Av. Dicisión del Norte No. 3651,San Pablo,Coyoacán,4620.0,,
328,Restaurante,Al Andalus,Mesones 171,Centro,Cuauhtémoc,6090.0,Restaurante,Española
329,Restaurante,Fuji,Rio Panuco 128,Cuauhtémoc,Cuauhtémoc,6500.0,Restaurante,Japonesa
330,Restaurante,Cambalache Insurgentes,Avenida Insurgentes Sur 1384,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Carnes
331,Restaurante,Wings Homero,Boulevard Manuel Ávila Camacho 201,Polanco,Miguel Hidalgo,11510.0,Restaurante,Internacional
332,Restaurante,Costa Dorada,Avenida Ejército Nacional 648,Polanco,Miguel Hidalgo,11560.0,Restaurante,Del Mar
333,Restaurante,Los Canarios De Masaryk,Goldsmith 66,Polanco,Miguel Hidalgo,11560.0,Restaurante,Española
334,Restaurante,The Palm,Campos Eliseos No. 218,Polanco Chapultepec,Miguel Hidalgo,11560.0,,
335,Restaurante,Fonda El Refugio,"Liverpool, No.166",Juárez,Cuauhtémoc,6600.0,,
336,Restaurante,Piantao,Avenida San Fernando 649  I,Peña Pobre,Tlalpan,14060.0,Restaurante,Argentina
337,Restaurante,Restaurante El Candelero,Avenida Insurgentes Sur 1333,Insurgentes Mixcoac,Benito Juárez,3920.0,Restaurante,Mexicana
338,Restaurante,El Sabor Del Tiempo,Altadena 8,Nápoles,Benito Juárez,3810.0,Restaurante,Mexicana
339,Restaurante,Parrilla Suiza Montevideo,Avenida Montevideo 117,Lindavista Norte,Gustavo A. Madero,7300.0,,
340,Restaurante,Wings Perisur,Avenida Periférico 4690 locales 210 y 216,Jardines del Pedregal,Coyoacán,4500.0,Restaurante,Internacional
341,Restaurante,Balmoral,Campos Eliseos No. 218,Polanco Chapultepec,Miguel Hidalgo,11560.0,,
342,Restaurante,El Gran León De Oro,Mercaderes 21,San José Insurgentes,Benito Juárez,3900.0,Restaurante,Internacional
343,Restaurante,Wings 20 De Noviembre,Avenida Félix Cuevas 540,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Internacional
344,Restaurante,Chazz,Avenida Insurgentes Sur 1971 local 90,Guadalupe Inn,Álvaro Obregón,1020.0,Restaurante,Internacional
345,Restaurante,Los Bisquets Bisquets Obregón,Avenida Insurgentes Sur 1971 local 250,Guadalupe Inn,Álvaro Obregón,1020.0,Restaurante,Mexicana
346,Restaurante,Hostal De Los Quesos,Pilares No. 205,Del Valle Centro,Benito Juárez,3100.0,,
347,Restaurante,Restaurante Biarritz,Avenida Insurgentes Sur 470 D,Roma Sur,Cuauhtémoc,6760.0,Restaurante,Mexicana
348,Restaurante,Maralunga,Avenida San Jerónimo 14,Tizapán,Álvaro Obregón,1090.0,Restaurante,Internacional
349,Restaurante,La Ki-K,Fernando Montes de Oca 42,Condesa,Cuauhtémoc,6140.0,Restaurante,Mexicana
350,Restaurante,Cucara Macara,Avenida Capitán Carlos León sin número edificio B local 25 29 nivel 2,Peñón de los Baños,Venustiano Carranza,15520.0,Restaurante,Mexicana
351,Restaurante,Restaurante Gino´S,Avenida Insurgentes Sur 1386,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Italiana
352,Restaurante,Daruma,Avenida Porfirio Díaz 534,Noche Buena,Benito Juárez,3720.0,Restaurante,Japonesa
353,Restaurante,Orfeo Catalá,Marsella 45,Juárez,Cuauhtémoc,6600.0,Restaurante,Española
354,Restaurante,Restaurante Bar Los Uruguayos,Atlixco 38 A,Condesa,Cuauhtémoc,6140.0,Restaurante,Carnes
355,Restaurante,Beer Factory Santa Fe,Avenida Vasco de Quiroga 3800 local 580,Paseo de las Lomas,Álvaro Obregón,1330.0,Restaurante,Internacional
356,Restaurante,Restaurante Saks,Plaza San Jacinto 9,San Ángel,Álvaro Obregón,1000.0,Restaurante,Internacional
357,Restaurante,Toks Villa Latina,Avenida Periférico Sur 3375,Tlalpan,Tlalpan,14000.0,Restaurante,Mexicana
358,Restaurante,Non Solo Pasta,Avenida Julio Verne 89 1,Polanco,Miguel Hidalgo,11560.0,Restaurante,Italiana
359,Restaurante,China Inn,Euler 7,Polanco,Miguel Hidalgo,11560.0,Restaurante,China
360,Restaurante,El Fogoncito,Rio Mixcoac 59,Crédito Constructor,Benito Juárez,3940.0,Taquerías y Torterías,Mexicana
361,Restaurante,Brasil Copacabana,Avenida San Juan de Dios 497,Prado Coapa,Tlalpan,14350.0,Taquerías y Torterías,Mexicana
362,Restaurante,Súper Cocina Del Valle,Adolfo Prieto 1047,Del Valle Centro,Benito Juárez,3100.0,Fondas y cocinas económicas,Mexicana
363,Restaurante,Café Punta Del Cielo,Avenida Altamirano 46,Tizapán,Álvaro Obregón,1090.0,Cafetería,Internacional
364,Restaurante,Centro Gallego,Colima 194,Roma Norte,Cuauhtémoc,6700.0,Restaurante,Española
365,Restaurante,El Huarache,Campeche 171,Roma Sur,Cuauhtémoc,6760.0,Restaurante,Mexicana
366,Restaurante,Kentucky Fried Chicken,Calzada del Hueso número 503,Los Girasoles,Coyoacán,4920.0,Comida rapida,Internacional
367,Restaurante,La Casa De Cantera,Avenida Yucatán 147,Roma Norte,Cuauhtémoc,6700.0,Restaurante buffet,Carnes
368,Restaurante,Fernandos,Capuchinos 6 local B,San José Insurgentes,Benito Juárez,3900.0,Taquerías y Torterías,Mexicana
369,Restaurante,Sushi Tai,Avenida Coyoacán 2000 1509,Xoco,Benito Juárez,3330.0,Comida rapida,Japonesa
370,Restaurante,Nushka,Avenida Cuauhtémoc 251A,Roma Sur,Cuauhtémoc,6760.0,Cafetería,Internacional
371,Restaurante,Parrilla Leonesa,Insurgentes Sur No.86,Juárez,Cuauhtémoc,6600.0,,
372,Restaurante,El Huequito,Republica Del Salvador No. 42,Centro,Cuauhtémoc,6000.0,,
373,Restaurante,El Huequito,Gante No. 1 Local 1,Centro,Cuauhtémoc,6000.0,,
374,Restaurante,Centro Ecoturistico Papanuhaya,"Camino de los Dinamos, Km.2.5",San Nicolás Totolapan,La Magdalena Contreras,10910.0,,
375,Restaurante,Restaurante Roosevelt,"Av. Insurgentes Sur, No.287",Hipódromo,Cuauhtémoc,6100.0,,
376,Restaurante,Chilis Grill & Bar,Avenida Canal de Miramontes No. 3155,Vergel Coapa,Tlalpan,14320.0,,
377,Restaurante,Starbucks Coffee,Paseo de la Reforma No. 69,Tabacalera,Cuauhtémoc,6030.0,,
378,Restaurante,Starbucks Coffee,Avenida Horacio No. 326,Chapultepec,Miguel Hidalgo,11570.0,,
379,Restaurante,Starbucks Coffee,Avenida Patriotismo No. 229,San Pedro de los Pinos,Benito Juárez,3800.0,,
380,Restaurante,Starbucks Coffee,Autopista Lateral México-Toluca No. 1235,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,5109.0,,
381,Restaurante,Starbucks Coffee,Tlaxcala No. 209,Hipódromo,Cuauhtémoc,6100.0,,
382,Restaurante,Starbucks Coffee,Capitán León S/N,Aeropuerto,Venustiano Carranza,15620.0,,
383,Restaurante,Starbucks Coffee,Avenida Miguel Ángel de Quevedo No. 225,Romero de Terreros,Coyoacán,2070.0,,
384,Restaurante,Starbucks Coffee,Calzada de Tlalpan No. 962 y 964,Nativitas,Benito Juárez,4310.0,,
385,Restaurante,Starbucks Coffee,Boulevard Xola No. 1159,Narvarte Poniente,Benito Juárez,3020.0,,
386,Restaurante,Starbucks Coffee,"Avenida Carlos Gref Fernández,154",Tlaxala,Cuajimalpa de Morelos,5300.0,,
387,Restaurante,El Bajio (Lindavista),Avenida Río Bamba 589,Magdalena de las Salinas,Gustavo A. Madero,7760.0,,
388,Restaurante,Starbucks Coffee,"Bosques de Durazno, 39",Bosque de las Lomas,Miguel Hidalgo,11700.0,,
389,Restaurante,Starbucks Coffee,Avenida José María Castorena 320,Cuajimalpa,Cuajimalpa de Morelos,5000.0,,
390,Restaurante,Dominos Pizza,Av. Tlahuac No. 3662,San Lorenzo Tezonco,Iztapalapa,9790.0,,
391,Restaurante,Starbucks Coffee,Calle Amberes No.1,Juárez,Cuauhtémoc,6000.0,,
392,Restaurante,Starbucks Coffee,Avenida Cuauhtémoc No. 462,Narvarte,Benito Juárez,3020.0,,
393,Restaurante,Starbucks Coffee,Av. Miguel Angel de Quevedo No.287,Romero de Terreros,Coyoacán,4310.0,,
394,Restaurante,Starbucks Coffee,Av. Paseo de la Reforma No.80,Centro,Cuauhtémoc,6000.0,,
395,Restaurante,Dominos Pizza,Av. Aquiles Serdán No. 1193,Tierra Nueva,Azcapotzalco,2130.0,,
396,Restaurante,Dominos Pizza,Legaria Num 252,Pensil,Miguel Hidalgo,11430.0,,
397,Restaurante,Dominos Pizza,"Calzada Ignacio Zaragoza, No. 2717",Tepalcates,Iztapalapa,9210.0,,
398,Restaurante,Dominos Pizza,"Calle Egipto, No. 142",Egipto,Azcapotzalco,2080.0,,
399,Restaurante,Dominos Pizza,"Avenida Ignacio Zaragoza, No. 270",Santa Cruz Aviación,Venustiano Carranza,15540.0,,
400,Restaurante,Dominos Pizza,"Avenida Vasco de Quiroga, No. 3850",Santa Fe,Cuajimalpa de Morelos,5109.0,,
401,Restaurante,Dominos Pizza,"Lago Alberto, No. 320",Anáhuac,Miguel Hidalgo,11320.0,,
402,Restaurante,Starbucks Coffee,Avenida Camino a Santa Teresa No. 1055,Héroes de Padierna,La Magdalena Contreras,10700.0,,
403,Restaurante,Starbucks Coffee,Avenida Santa Fe No. 94,No Específica,Álvaro Obregón,1210.0,,
404,Restaurante,Starbucks Coffee,Avenida Coyoacán No. 2000,Coyoacán,Benito Juárez,3330.0,,
405,Restaurante,Dominos Pizza,"Carretera Picacho al Ajusco, No. 741",Colinas del Ajusco,Tlalpan,14208.0,,
406,Restaurante,Dominos Pizza,"Av. Álvaro Obregón, No. 92",La Guadalupe,La Magdalena Contreras,10910.0,,
407,Restaurante,Starbucks Coffee,Pilares No. 541-Bis,Del Valle,Benito Juárez,3100.0,,
408,Restaurante,Starbucks Coffee,Avenida Paseo de la Reforma No. 255,Cuauhtémoc,Cuauhtémoc,6500.0,,
409,Restaurante,Starbucks Coffee,Plaza Luis Cabrera No. 5,Roma,Cuauhtémoc,6700.0,,
410,Restaurante,Starbucks Coffee,Insurgentes Sur No. 4184,La Joya,Tlalpan,14000.0,,
411,Restaurante,Starbucks Coffee,Av. Prolongación Paseo de la Reforma No. 400,Peña Blanca,Álvaro Obregón,1210.0,,
412,Restaurante,Starbucks Coffee,Damas No. 130,San José Insurgentes,Benito Juárez,3900.0,,
413,Restaurante,Starbucks Coffee,Avenida Sonora No. 180,Hipódromo Condesa,Cuauhtémoc,6170.0,,
414,Restaurante,Starbucks Coffee,Palenque No. 202,Narvarte,Benito Juárez,3020.0,,
415,Restaurante,Starbucks Coffee,Guillermo González Camarena No. 2000,Centro,Álvaro Obregón,1210.0,,
416,Restaurante,Starbucks Coffee,Avenida 510 340,San Juan de Aragón,Gustavo A. Madero,7950.0,,
417,Restaurante,Starbucks Coffee,Avenida Jaime Balmes No.8,Los Morales,Miguel Hidalgo,11510.0,,
418,Restaurante,Starbucks Coffee,Avenida Miguel Othon de Mendizabal 343,No Específica,Gustavo A. Madero,7738.0,,
419,Restaurante,Starbucks Coffee,Av. Félix Cuevas No. 374,Del Valle,Benito Juárez,3100.0,,
420,Restaurante,Starbucks Coffee,Ejército Nacional No. 579,Granada,Miguel Hidalgo,11520.0,,
421,Restaurante,Starbucks Coffee,Avenida Canal De Miramontes No. 2053,Los Girasoles,Coyoacán,4920.0,,
422,Restaurante,Starbucks Coffee,Avenida Paseo de la Reforma No. 374,Juárez,Cuauhtémoc,6600.0,,
423,Restaurante,Starbucks Coffee,Avenida De Los Insurgentes No. 1405,Insurgentes Mixcoac,Benito Juárez,3910.0,,
